Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
1513,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29.0,1996,23,17,1464,16.3,1,2,3,1,0,0,7,0,0.18,16,5,31.3,0.98,0.31,0.06,0.20,0,0,55,24,12,21,7,0,0,46,0,,,,,,,,,,,,,,
1514,Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23.0,2002,30,23,2019,22.4,0,1,1,0,0,0,2,0,0.04,19,3,15.8,0.85,0.13,0.00,0.00,0,0,81,25,27,36,2,0,0,12,0,,,,,,,,,,,,,,
1515,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,27.0,1999,5,5,450,5.0,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,1,0,0,0,7,1.40,20,13,65.0,2,2,1,0,0.0,0,0,0,0
1516,Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,29.0,1996,11,11,953,10.6,0,1,1,0,0,0,1,0,0.09,3,1,33.3,0.28,0.09,0.00,0.00,0,0,10,7,9,10,1,0,0,8,0,,,,,,,,,,,,,,
1517,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29.0,1996,19,19,1706,19.0,1,0,1,1,0,0,3,0,0.05,7,3,42.9,0.37,0.16,0.14,0.33,0,0,1,12,19,17,3,0,0,23,0,,,,,,,,,,,,,,
1518,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,22.0,2004,3,3,198,2.2,0,0,0,0,0,0,1,0,0.00,4,0,0.0,1.82,0.00,0.00,,0,0,1,2,0,0,1,0,0,4,0,,,,,,,,,,,,,,
1519,Zito Luvumbo,ao ANG,"FW,MF",Mallorca,es La Liga,24.0,2002,6,3,280,3.1,0,2,2,0,0,0,2,0,0.64,3,3,100.0,0.96,0.96,0.00,0.00,0,0,10,0,0,12,2,0,0,6,0,,,,,,,,,,,,,,
1520,Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,24.0,2002,12,2,329,3.7,0,0,0,0,0,0,0,0,0.00,12,6,50.0,3.28,1.64,0.00,0.00,0,0,7,1,1,18,0,0,0,4,0,,,,,,,,,,,,,,
1521,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,32.0,1993,10,7,627,7.0,0,1,1,0,0,0,3,0,0.14,7,2,28.6,1.00,0.29,0.00,0.00,0,0,45,10,6,1,3,0,0,8,0,,,,,,,,,,,,,,
1522,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,27.0,1999,28,28,2482,27.6,0,0,0,0,0,0,4,0,0.00,24,4,16.7,0.87,0.15,0.00,0.00,0,0,13,26,62,12,4,0,0,36,0,,,,,,,,,,,,,,
1523,Mathias Løvik,no NOR,MF,Parma,it Serie A,22.0,2003,9,5,471,5.2,0,0,0,0,0,0,0,0,0.00,3,0,0.0,0.57,0.00,0.00,,0,0,15,8,7,2,0,0,0,3,0,,,,,,,,,,,,,,
1524,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,24.0,2002,26,14,1346,15.0,0,1,1,0,0,0,2,0,0.07,18,5,27.8,1.20,0.33,0.00,0.00,0,0,49,27,14,17,2,0,0,14,0,,,,,,,,,,,,,,
1525,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,27.0,1998,33,27,2298,25.5,2,4,6,2,0,0,5,0,0.23,46,11,23.9,1.80,0.43,0.04,0.18,0,0,19,23,17,30,5,0,0,27,0,,,,,,,,,,,,,,
1526,Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,32.0,1993,13,11,882,9.8,0,1,1,0,0,0,2,0,0.10,7,1,14.3,0.71,0.10,0.00,0.00,0,0,20,16,7,20,2,0,0,21,0,,,,,,,,,,,,,,
1527,Deiver Machado,co COL,MF,Lens,fr Ligue 1,32.0,1993,5,4,273,3.0,0,0,0,0,0,0,1,0,0.00,6,1,16.7,1.98,0.33,0.00,0.00,0,0,4,1,3,8,1,0,0,4,0,,,,,,,,,,,,,,
1528,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28.0,1997,1,1,44,0.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,0,1,0,0,2,0,,,,,,,,,,,,,,
1529,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,20.0,2005,19,3,456,5.1,1,0,1,1,0,0,0,0,0.20,14,4,28.6,2.76,0.79,0.07,0.25,0,0,3,3,0,4,0,0,0,9,0,,,,,,,,,,,,,,
1530,Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,26.0,1999,29,8,972,10.8,3,1,4,3,0,0,1,0,0.37,23,11,47.8,2.13,1.02,0.13,0.27,0,0,9,4,3,9,1,0,0,8,0,,,,,,,,,,,,,,
1531,Carlos Macià,es ESP,MF,Villarreal,es La Liga,17.0,2008,4,0,81,0.9,0,0,0,0,0,0,1,0,0.00,1,0,0.0,1.11,0.00,0.00,,0,0,0,0,2,0,1,0,0,1,0,,,,,,,,,,,,,,
1532,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,17.0,2009,5,2,157,1.7,0,0,0,0,0,0,0,0,0.00,3,1,33.3,1.72,0.57,0.00,0.00,0,0,0,0,0,3,0,0,0,3,0,,,,,,,,,,,,,,
1533,Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,24.0,2002,23,15,1073,11.9,2,1,3,2,0,0,0,0,0.25,21,7,33.3,1.76,0.59,0.10,0.29,0,0,73,10,4,14,0,0,0,13,0,,,,,,,,,,,,,,
1534,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28.0,1997,27,26,2302,25.6,1,1,2,1,0,0,9,0,0.08,7,1,14.3,0.27,0.04,0.14,1.00,0,0,68,27,32,20,9,0,0,21,1,,,,,,,,,,,,,,
1535,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28.0,1997,28,27,2436,27.1,3,4,7,3,0,0,4,0,0.26,21,5,23.8,0.78,0.18,0.14,0.60,0,0,6,19,19,29,4,0,0,18,0,,,,,,,,,,,,,,
1536,Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22.0,2003,21,11,978,10.9,1,0,1,1,0,0,4,0,0.09,7,2,28.6,0.64,0.18,0.14,0.50,0,0,9,23,17,17,4,0,0,17,0,,,,,,,,,,,,,,
1537,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27.0,1998,29,28,2428,27.0,1,1,2,1,0,0,4,1,0.07,18,3,16.7,0.67,0.11,0.06,0.33,0,0,22,41,39,30,4,1,0,29,0,,,,,,,,,,,,,,
1538,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26.0,1999,17,16,1253,13.9,5,1,6,5,0,1,3,0,0.43,33,12,36.4,2.37,0.86,0.15,0.42,0,1,15,3,3,22,3,0,0,28,0,,,,,,,,,,,,,,
1539,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,33.0,1993,19,15,1293,14.4,1,2,3,1,0,0,3,1,0.21,12,4,33.3,0.84,0.28,0.08,0.25,0,0,2,10,9,16,3,1,0,13,0,,,,,,,,,,,,,,
1540,Arne Maier,de GER,MF,Augsburg,de Bundesliga,27.0,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1541,Mike Maignan,fr FRA,GK,Milan,it Serie A,30.0,1995,33,33,2935,32.6,0,0,0,0,0,0,3,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,6,3,0,0,0,0,27,0.83,112,92,80.4,18,10,5,14,42.4,8,5,2,1
1542,Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26.0,1999,21,8,888,9.9,2,0,2,2,0,0,0,0,0.20,17,7,41.2,1.72,0.71,0.12,0.29,0,0,21,6,2,5,0,0,0,8,0,,,,,,,,,,,,,,
1543,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31.0,1994,31,31,2790,31.0,2,2,4,2,0,0,1,0,0.13,33,7,21.2,1.06,0.23,0.06,0.29,0,0,0,28,30,19,1,0,0,7,0,,,,,,,,,,,,,,
1544,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,21.0,2005,24,12,1302,14.5,0,2,2,0,0,0,1,0,0.14,8,2,25.0,0.55,0.14,0.00,0.00,0,0,13,18,12,16,1,0,0,9,0,,,,,,,,,,,,,,
1545,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28.0,1997,27,25,2260,25.1,1,4,5,1,0,1,7,1,0.20,14,7,50.0,0.56,0.28,0.07,0.14,0,1,40,33,31,12,7,1,1,34,0,,,,,,,,,,,,,,
1546,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26.0,1999,10,10,864,9.6,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,1,0,1,0,18,1.87,43,26,60.5,1,4,5,3,30.0,1,1,0,0
1547,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,28.0,1998,25,16,1327,14.7,2,3,5,2,0,0,5,0,0.34,26,6,23.1,1.76,0.41,0.08,0.33,0,0,22,16,8,22,5,0,0,29,0,,,,,,,,,,,,,,
1548,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19.0,2006,13,1,203,2.3,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.89,0.00,0.00,,0,0,8,3,3,2,0,0,0,1,0,,,,,,,,,,,,,,
1549,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27.0,1998,28,21,1643,18.3,3,2,5,3,0,0,1,0,0.27,34,12,35.3,1.86,0.66,0.09,0.25,0,0,16,14,13,33,1,0,0,8,1,,,,,,,,,,,,,,
1550,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24.0,2001,18,11,1056,11.7,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,31,9,10,8,1,0,0,10,0,,,,,,,,,,,,,,
1551,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18.0,2007,8,0,93,1.0,0,0,0,0,0,0,0,0,0.00,2,0,0.0,1.94,0.00,0.00,,0,0,2,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,
1552,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19.0,2006,31,17,1717,19.1,11,4,15,10,1,1,3,0,0.73,69,27,39.1,3.62,1.42,0.14,0.37,1,1,38,12,6,20,3,0,0,12,0,,,,,,,,,,,,,,
1553,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26.0,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1554,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24.0,2001,11,5,516,5.7,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.35,0.00,0.00,,0,0,5,6,6,1,3,0,0,7,0,,,,,,,,,,,,,,
1555,Daniel Maldini,it ITA,FW,Lazio,it Serie A,24.0,2001,9,8,593,6.6,2,1,3,2,0,0,0,0,0.46,13,4,30.8,1.97,0.61,0.15,0.50,0,0,1,9,3,17,0,0,0,11,0,,,,,,,,,,,,,,
1556,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24.0,2001,9,3,264,2.9,0,0,0,0,0,0,1,0,0.00,8,2,25.0,2.73,0.68,0.00,0.00,0,0,10,2,0,7,1,0,0,4,0,,,,,,,,,,,,,,
1557,Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,27.0,1998,10,10,856,9.5,1,0,1,1,0,0,2,1,0.11,11,2,18.2,1.16,0.21,0.09,0.50,0,0,30,9,8,8,2,1,0,25,0,,,,,,,,,,,,,,
1558,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27.0,1998,9,5,460,5.1,0,0,0,0,0,0,2,0,0.00,7,1,14.3,1.37,0.20,0.00,0.00,0,0,12,4,7,8,2,0,0,9,0,,,,,,,,,,,,,,
1559,Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,27.0,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.69,27,9,33.3,3.70,1.23,0.15,0.44,0,0,7,2,0,6,0,0,0,2,0,,,,,,,,,,,,,,
1560,Donyell Malen,nl NED,FW,Roma,it Serie A,27.0,1999,14,14,1130,12.6,11,1,12,9,2,2,1,0,0.80,56,22,39.3,4.46,1.75,0.16,0.41,2,2,5,1,1,13,1,0,0,10,0,,,,,,,,,,,,,,
1561,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32.0,1993,31,27,2104,23.4,6,3,9,3,3,3,10,0,0.26,51,15,29.4,2.18,0.64,0.06,0.20,3,3,60,19,16,25,10,0,0,35,0,,,,,,,,,,,,,,
1562,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26.0,1999,19,4,464,5.2,0,0,0,0,0,0,1,0,0.00,5,1,20.0,0.97,0.19,0.00,0.00,0,0,2,8,8,3,1,0,0,13,0,,,,,,,,,,,,,,
1563,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28.0,1997,6,6,526,5.8,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,0,0,0,0,0,14,2.40,38,25,65.8,0,3,3,2,33.3,1,1,0,0
1564,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25.0,2000,8,8,687,7.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,1,0,13,1.70,37,26,67.6,3,0,5,2,25.0,2,1,1,0
1565,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,25.0,2001,16,7,524,5.8,1,0,1,1,0,0,1,0,0.17,6,2,33.3,1.03,0.34,0.17,0.50,0,0,5,10,4,4,1,0,0,15,0,,,,,,,,,,,,,,
1566,Aitor Mañas,es ESP,FW,Alavés,es La Liga,23.0,2003,6,0,71,0.8,0,0,0,0,0,0,0,0,0.00,1,1,100.0,1.27,1.27,0.00,0.00,0,0,0,2,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1567,Gianluca Mancini,it ITA,DF,Roma,it Serie A,30.0,1996,32,32,2726,30.3,1,2,3,1,0,0,9,0,0.10,16,5,31.3,0.53,0.17,0.06,0.20,0,0,29,26,42,39,9,0,0,67,0,,,,,,,,,,,,,,
1568,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,32.0,1994,21,19,1625,18.1,0,1,1,0,0,0,7,1,0.06,4,0,0.0,0.22,0.00,0.00,,0,0,20,18,27,33,7,1,0,29,0,,,,,,,,,,,,,,
1569,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34.0,1991,26,25,2154,23.9,1,0,1,1,0,0,7,0,0.04,11,2,18.2,0.46,0.08,0.09,0.50,0,0,8,20,41,16,7,0,0,15,0,,,,,,,,,,,,,,
1570,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28.0,1997,31,28,2233,24.8,6,3,9,5,1,1,7,0,0.32,60,16,26.7,2.42,0.64,0.08,0.31,1,1,66,22,15,52,7,0,0,35,0,,,,,,,,,,,,,,
1571,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,21.0,2005,4,2,131,1.5,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,1,0,2,2,0,1,0,1,0,,,,,,,,,,,,,,
1572,Mateus Mane,pt POR,MF,Wolves,eng Premier League,18.0,2007,23,15,1459,16.2,2,1,3,2,0,0,0,0,0.19,32,12,37.5,1.97,0.74,0.06,0.17,0,0,62,12,4,40,0,0,0,24,0,,,,,,,,,,,,,,
1573,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,28.0,1998,8,4,344,3.8,0,0,0,0,0,0,0,0,0.00,4,1,25.0,1.05,0.26,0.00,0.00,0,0,3,4,4,4,0,0,0,6,0,,,,,,,,,,,,,,
1574,Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,18.0,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1575,Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,18.0,2007,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,
1576,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20.0,2005,24,23,1859,20.7,5,2,7,5,0,0,4,2,0.34,46,12,26.1,2.23,0.58,0.11,0.42,0,0,30,12,26,70,4,2,0,21,0,,,,,,,,,,,,,,
1577,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23.0,2002,24,11,982,10.9,0,1,1,0,0,0,0,0,0.09,25,8,32.0,2.29,0.73,0.00,0.00,0,0,0,6,2,22,0,0,0,25,0,,,,,,,,,,,,,,
1578,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23.0,2002,28,25,2254,25.0,0,2,2,0,0,0,4,0,0.08,3,2,66.7,0.12,0.08,0.00,0.00,0,0,9,15,17,10,4,0,0,21,0,,,,,,,,,,,,,,
1579,Marcão,br BRA,DF,Sevilla,es La Liga,29.0,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.10,10,2,20.0,0.96,0.19,0.10,0.50,0,0,1,4,4,21,5,1,1,22,0,,,,,,,,,,,,,,
1580,Solly March,eng ENG,MF,Brighton,eng Premier League,31.0,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
1581,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28.0,1997,20,9,789,8.8,2,0,2,2,0,0,1,0,0.23,24,7,29.2,2.74,0.80,0.08,0.29,0,0,1,12,5,4,1,0,0,12,0,,,,,,,,,,,,,,
1582,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32.0,1993,11,9,808,9.0,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.22,0.00,0.00,,0,0,0,8,19,8,3,0,0,17,0,,,,,,,,,,,,,,
1583,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31.0,1995,15,12,1159,12.9,0,1,1,0,0,0,3,0,0.08,13,3,23.1,1.01,0.23,0.00,0.00,0,0,0,12,15,10,3,0,0,19,0,,,,,,,,,,,,,,
1584,Mariano,do DOM,FW,Alavés,es La Liga,32.0,1993,10,3,288,3.2,0,0,0,0,0,0,1,0,0.00,6,3,50.0,1.87,0.94,0.00,0.00,0,0,3,1,0,0,1,0,0,13,0,,,,,,,,,,,,,,
1585,Luca Marianucci,it ITA,DF,Torino,it Serie A,21.0,2004,7,3,350,3.9,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,3,4,6,0,1,0,0,7,0,,,,,,,,,,,,,,
1586,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21.0,2004,2,1,119,1.3,0,1,1,0,0,0,0,0,0.76,1,0,0.0,0.76,0.00,0.00,,0,0,2,2,1,0,0,0,0,2,0,,,,,,,,,,,,,,
1587,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,21.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
1588,Marius Marin,ro ROU,MF,Pisa,it Serie A,27.0,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0.00,3,0,0.0,0.21,0.00,0.00,,0,0,18,26,14,20,7,0,0,36,0,,,,,,,,,,,,,,
1589,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22.0,2003,29,13,1238,13.8,0,1,1,0,0,0,2,0,0.07,12,4,33.3,0.87,0.29,0.00,0.00,0,0,12,14,6,18,2,0,0,19,0,,,,,,,,,,,,,,
1590,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002,20,18,1709,19.0,1,0,1,1,0,0,1,0,0.05,5,1,20.0,0.26,0.05,0.20,1.00,0,0,0,20,20,7,1,0,0,13,1,,,,,,,,,,,,,,
1591,João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,26.0,2000,8,8,582,6.5,1,0,1,1,0,0,0,0,0.15,3,2,66.7,0.46,0.31,0.33,0.50,0,0,12,3,7,17,0,0,0,3,0,,,,,,,,,,,,,,
1592,João Mário Lopes,pt POR,MF,Juventus,it Serie A,26.0,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.00,3,0,0.0,1.05,0.00,0.00,,0,0,5,3,3,10,1,0,0,5,0,,,,,,,,,,,,,,
1593,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31.0,1994,26,24,2100,23.3,2,0,2,2,0,0,3,0,0.09,18,8,44.4,0.77,0.34,0.11,0.25,0,0,3,28,27,7,3,0,0,27,0,,,,,,,,,,,,,,
1594,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,27.0,1999,17,7,572,6.4,1,3,4,1,0,0,2,0,0.63,24,7,29.2,3.78,1.10,0.04,0.14,0,0,12,7,2,18,2,0,0,10,0,,,,,,,,,,,,,,
1595,Tomas Marques,es ESP,MF,Barcelona,es La Liga,19.0,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1596,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31.0,1994,12,9,872,9.7,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.21,0.00,0.00,,0,0,2,9,6,1,0,0,0,7,1,,,,,,,,,,,,,,
1597,Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,21.0,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,1,0,0.0,1.50,0.00,0.00,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
1598,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002,29,28,2379,26.4,2,2,4,2,0,0,11,1,0.15,21,4,19.0,0.79,0.15,0.10,0.50,0,0,11,29,33,51,11,1,1,41,0,,,,,,,,,,,,,,
1599,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,29.0,1997,29,24,2021,22.5,1,5,6,1,0,1,2,0,0.27,11,4,36.4,0.49,0.18,0.09,0.25,0,1,179,26,10,26,2,0,0,29,0,,,,,,,,,,,,,,
1600,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,24.0,2002,8,6,373,4.1,0,0,0,0,0,0,1,0,0.00,5,2,40.0,1.21,0.48,0.00,0.00,0,0,8,6,0,4,1,0,0,10,0,,,,,,,,,,,,,,
1601,Gerard Martín,es ESP,DF,Barcelona,es La Liga,24.0,2002,28,22,1759,19.5,0,0,0,0,0,0,6,0,0.00,6,3,50.0,0.31,0.15,0.00,0.00,0,0,13,25,28,7,6,0,0,14,0,,,,,,,,,,,,,,
1602,Iván Martín,es ESP,MF,Girona,es La Liga,27.0,1999,31,26,2265,25.2,0,1,1,0,0,0,5,1,0.04,11,4,36.4,0.44,0.16,0.00,0.00,0,0,12,36,16,30,5,1,1,27,0,,,,,,,,,,,,,,
1603,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,20.0,2006,21,21,1890,21.0,1,0,1,1,0,0,5,0,0.05,14,4,28.6,0.67,0.19,0.07,0.25,0,0,0,14,33,10,5,0,0,14,0,,,,,,,,,,,,,,
1604,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,22.0,2004,31,22,1818,20.2,2,1,3,2,0,0,10,0,0.15,24,5,20.8,1.19,0.25,0.08,0.40,0,0,12,30,15,28,10,0,0,59,0,,,,,,,,,,,,,,
1605,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24.0,2001,28,10,990,11.0,1,3,4,1,0,0,3,0,0.36,28,12,42.9,2.55,1.09,0.04,0.08,0,0,31,8,1,13,3,0,0,10,0,,,,,,,,,,,,,,
1606,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,23.0,2003,30,28,2282,25.4,1,2,3,1,0,0,6,0,0.12,15,2,13.3,0.59,0.08,0.07,0.50,0,0,34,34,34,26,6,0,0,22,0,,,,,,,,,,,,,,
1607,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21.0,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,
1608,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33.0,1992,29,29,2565,28.5,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,17,2,0,0,0,0,33,1.16,117,85,71.8,15,5,9,8,27.6,1,0,1,0
1609,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003,16,11,1137,12.6,1,3,4,1,0,0,1,0,0.32,11,4,36.4,0.87,0.32,0.09,0.25,0,0,76,17,5,14,1,0,0,10,0,,,,,,,,,,,,,,
1610,Josep Martinez,es ESP,GK,Inter,it Serie A,27.0,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,0.33,6,5,83.3,3,0,0,2,66.7,0,0,0,0
1611,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28.0,1997,26,24,1945,21.6,16,4,20,16,0,0,3,0,0.93,86,35,40.7,3.98,1.62,0.19,0.46,0,0,16,10,4,43,3,0,0,41,0,,,,,,,,,,,,,,
1612,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,28.0,1998,15,10,963,10.7,0,0,0,0,0,0,0,1,0.00,4,0,0.0,0.37,0.00,0.00,,0,0,2,8,11,2,0,1,0,9,1,,,,,,,,,,,,,,
1613,Pablo Martínez,es ESP,MF,Levante,es La Liga,28.0,1998,22,16,1470,16.3,1,2,3,1,0,0,3,0,0.18,25,4,16.0,1.53,0.24,0.04,0.25,0,0,57,9,17,11,3,0,0,26,0,,,,,,,,,,,,,,
1614,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23.0,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,
1615,Toni Martínez,es ESP,FW,Alavés,es La Liga,28.0,1997,32,27,2297,25.5,11,3,14,11,0,0,1,0,0.55,83,31,37.3,3.25,1.21,0.13,0.35,0,0,11,14,4,32,1,0,0,37,0,,,,,,,,,,,,,,
1616,Adam Marušić,me MNE,DF,Lazio,it Serie A,33.0,1992,29,28,2444,27.2,1,2,3,1,0,0,1,1,0.11,14,7,50.0,0.52,0.26,0.07,0.14,0,0,32,16,29,15,1,1,0,20,0,,,,,,,,,,,,,,
1617,Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,33.0,1993,26,22,1917,21.3,1,2,3,1,0,0,4,0,0.14,3,2,66.7,0.14,0.09,0.33,0.50,0,0,5,24,31,13,4,0,0,30,0,,,,,,,,,,,,,,
