Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1579,Marcão,br BRA,DF,Sevilla,es La Liga,29.0,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.10,,,,,,,,,,,,,,,,,,,,,,,,,1579,br BRA,DF,es La Liga,29-327,1996,10.4,1,10,2,20.0,0.96,0.19,0.10,0.50,0,0,1978,br BRA,DF,es La Liga,29-327,1996,13,938,72,31.6,10.4,11,84,9,2,8,2,1.23,13,15,-2,-0.19,+0.38,1579,br BRA,DF,es La Liga,29-327,1996,10.4,5,1,1,22,21,1,1,4,4,0
1580,Solly March,eng ENG,MF,Brighton,eng Premier League,31.0,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1580,eng ENG,MF,eng Premier League,31-282,1994,0.1,0,0,0,,0.00,0.00,,,0,0,1979,eng ENG,MF,eng Premier League,31-282,1994,1,5,5,0.2,0.1,0,,0,1,5,2,3.00,0,0,0,0.00,-0.27,1580,eng ENG,MF,eng Premier League,31-282,1994,0.1,0,0,0,0,1,0,0,0,0,0
1581,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28.0,1997,20,9,789,8.8,2,0,2,2,0,0,1,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,1581,fr FRA,MF,fr Ligue 1,28-298,1997,8.8,2,24,7,29.2,2.74,0.80,0.08,0.29,0,0,1981,fr FRA,MF,fr Ligue 1,28-298,1997,20,789,39,28.3,8.8,9,71,1,11,13,2,1.05,13,19,-6,-0.68,-0.64,1581,fr FRA,MF,fr Ligue 1,28-298,1997,8.8,1,0,0,12,4,1,1,5,12,0
1582,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32.0,1993,11,9,808,9.0,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1582,es ESP,DF,it Serie A,32-240,1993,9.0,0,2,0,0.0,0.22,0.00,0.00,,0,0,1983,es ESP,DF,it Serie A,32-240,1993,11,808,73,26.4,9.0,9,86,7,2,15,6,0.55,9,19,-10,-1.11,-1.23,1582,es ESP,DF,it Serie A,32-240,1993,9.0,3,0,0,17,8,0,0,19,8,0
1583,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31.0,1995,15,12,1159,12.9,0,1,1,0,0,0,3,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,1583,uy URU,DF,es La Liga,31-098,1995,12.9,0,13,3,23.1,1.01,0.23,0.00,0.00,0,0,1984,uy URU,DF,es La Liga,31-098,1995,15,1159,77,39.0,12.9,12,90,12,3,26,4,2.00,20,14,+6,+0.47,-0.18,1583,uy URU,DF,es La Liga,31-098,1995,12.9,3,0,0,19,10,1,0,15,12,0
1584,Mariano,do DOM,FW,Alavés,es La Liga,32.0,1993,10,3,288,3.2,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1584,do DOM,FW,es La Liga,32-270,1993,3.2,0,6,3,50.0,1.87,0.94,0.00,0.00,0,0,1985,do DOM,FW,es La Liga,32-270,1993,10,288,29,9.7,3.2,3,56,0,7,17,12,0.80,2,4,-2,-0.62,-0.32,1584,do DOM,FW,es La Liga,32-270,1993,3.2,1,0,0,13,0,6,3,0,1,0
1585,Luca Marianucci,it ITA,DF,Torino,it Serie A,21.0,2004,7,3,350,3.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1585,it ITA,DF,it Serie A,21-279,2004,3.9,0,0,0,,0.00,0.00,,,0,0,1986,it ITA,DF,it Serie A,21-279,2004,7,350,50,11.4,3.9,3,88,2,4,22,5,1.71,6,5,+1,+0.26,+0.85,1585,it ITA,DF,it Serie A,21-279,2004,3.9,1,0,0,7,0,0,3,6,4,0
1586,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21.0,2004,2,1,119,1.3,0,1,1,0,0,0,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,1586,it ITA,DF,it Serie A,21-279,2004,1.3,0,1,0,0.0,0.76,0.00,0.00,,0,0,1987,it ITA,DF,it Serie A,21-279,2004,2,119,60,3.9,1.3,1,90,1,1,29,19,0.50,2,2,0,0.00,-0.58,1586,it ITA,DF,it Serie A,21-279,2004,1.3,0,0,0,2,0,0,2,1,2,0
1587,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,21.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1587,es ESP,FW,es La Liga,21-023,2005,0.0,0,0,0,,0.00,0.00,,,0,0,1988,es ESP,FW,es La Liga,21-023,2005,1,1,1,0.0,0.0,0,,0,1,1,0,1.00,0,1,-1,-90.00,-90.03,1587,es ESP,FW,es La Liga,21-023,2005,0.0,0,0,0,2,0,0,0,0,0,0
1588,Marius Marin,ro ROU,MF,Pisa,it Serie A,27.0,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1588,ro ROU,MF,it Serie A,27-241,1998,14.2,0,3,0,0.0,0.21,0.00,0.00,,0,0,1989,ro ROU,MF,it Serie A,27-241,1998,23,1281,56,41.9,14.2,18,66,4,5,19,4,0.65,7,22,-15,-1.05,+0.06,1588,ro ROU,MF,it Serie A,27-241,1998,14.2,7,0,0,36,20,0,18,14,26,0
1589,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22.0,2003,29,13,1238,13.8,0,1,1,0,0,0,2,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,1589,es ESP,MF,es La Liga,22-299,2003,13.8,0,12,4,33.3,0.87,0.29,0.00,0.00,0,0,1990,es ESP,MF,es La Liga,22-299,2003,29,1238,43,41.7,13.8,13,71,3,16,20,4,1.38,23,29,-6,-0.44,-0.75,1589,es ESP,MF,es La Liga,22-299,2003,13.8,2,0,0,19,18,2,12,6,14,0
1590,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002,20,18,1709,19.0,1,0,1,1,0,0,1,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1590,es ESP,DF,es La Liga,23-344,2002,19.0,1,5,1,20.0,0.26,0.05,0.20,1.00,0,0,1991,es ESP,DF,es La Liga,23-344,2002,20,1709,85,57.5,19.0,18,89,16,2,56,11,2.15,33,22,+11,+0.58,-0.13,1590,es ESP,DF,es La Liga,23-344,2002,19.0,1,0,0,13,7,3,0,20,20,1
1591,João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,26.0,2000,8,8,582,6.5,1,0,1,1,0,0,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1591,pt POR,"DF,MF",it Serie A,26-115,2000,6.5,1,3,2,66.7,0.46,0.31,0.33,0.50,0,0,1994,pt POR,"DF,MF",it Serie A,26-115,2000,8,582,73,19.0,6.5,8,73,2,0,,4,1.88,7,5,+2,+0.31,+0.35,1591,pt POR,"DF,MF",it Serie A,26-115,2000,6.5,0,0,0,3,17,0,12,7,3,0
1592,João Mário Lopes,pt POR,MF,Juventus,it Serie A,26.0,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1592,pt POR,MF,it Serie A,26-115,2000,2.9,0,3,0,0.0,1.05,0.00,0.00,,0,0,1995,pt POR,MF,it Serie A,26-115,2000,10,258,26,8.4,2.9,2,72,0,8,14,12,2.00,6,2,+4,+1.40,+0.62,1592,pt POR,MF,it Serie A,26-115,2000,2.9,1,0,0,5,10,0,5,3,3,0
1593,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31.0,1994,26,24,2100,23.3,2,0,2,2,0,0,3,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,1593,cl CHI,DF,it Serie A,31-357,1994,23.3,2,18,8,44.4,0.77,0.34,0.11,0.25,0,0,1996,cl CHI,DF,it Serie A,31-357,1994,26,2100,81,68.6,23.3,24,84,20,2,39,8,1.19,25,37,-12,-0.51,-0.05,1593,cl CHI,DF,it Serie A,31-357,1994,23.3,3,0,0,27,7,2,3,27,28,0
1594,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,27.0,1999,17,7,572,6.4,1,3,4,1,0,0,2,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,1594,eg EGY,"FW,MF",eng Premier League,27-080,1999,6.4,1,24,7,29.2,3.78,1.10,0.04,0.14,0,0,1999,eg EGY,"FW,MF",eng Premier League,27-080,1999,17,572,34,19.3,6.4,7,63,0,10,13,6,2.06,9,5,+4,+0.63,-0.61,1594,eg EGY,"FW,MF",eng Premier League,27-080,1999,6.4,2,0,0,10,18,6,12,2,7,0
1595,Tomas Marques,es ESP,MF,Barcelona,es La Liga,19.0,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1595,es ESP,MF,es La Liga,19-180,2006,0.1,0,0,0,,0.00,0.00,,,0,0,2000,es ESP,MF,es La Liga,19-180,2006,1,7,7,0.2,0.1,0,,0,1,7,15,3.00,0,0,0,0.00,-1.73,1595,es ESP,MF,es La Liga,19-180,2006,0.1,0,0,0,0,0,0,0,0,0,0
1596,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31.0,1994,12,9,872,9.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1596,br BRA,DF,fr Ligue 1,31-349,1994,9.7,0,2,0,0.0,0.21,0.00,0.00,,0,0,2001,br BRA,DF,fr Ligue 1,31-349,1994,12,872,73,32.3,9.7,9,90,9,3,21,13,2.33,22,4,+18,+1.86,+0.63,1596,br BRA,DF,fr Ligue 1,31-349,1994,9.7,0,0,0,7,1,0,2,6,9,1
1597,Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,21.0,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1597,nir NIR,FW,eng Premier League,21-151,2004,0.7,0,1,0,0.0,1.50,0.00,0.00,,0,0,2004,nir NIR,FW,eng Premier League,21-151,2004,2,60,30,2.0,0.7,0,,0,2,30,4,0.00,0,2,-2,-3.00,-2.58,1597,nir NIR,FW,eng Premier League,21-151,2004,0.7,0,0,0,0,0,1,0,2,0,0
1598,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002,29,28,2379,26.4,2,2,4,2,0,0,11,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1598,de GER,"MF,DF",de Bundesliga,23-364,2002,26.4,2,21,4,19.0,0.79,0.15,0.10,0.50,0,0,2005,de GER,"MF,DF",de Bundesliga,23-364,2002,29,2379,82,85.3,26.4,28,84,20,1,14,0,1.03,38,43,-5,-0.19,+0.47,1598,de GER,"MF,DF",de Bundesliga,23-364,2002,26.4,11,1,1,41,51,0,11,33,29,0
1599,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,29.0,1997,29,24,2021,22.5,1,5,6,1,0,1,2,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,1599,es ESP,"MF,DF",it Serie A,29-006,1997,22.5,1,11,4,36.4,0.49,0.18,0.09,0.25,0,1,2006,es ESP,"MF,DF",it Serie A,29-006,1997,29,2021,70,66.0,22.5,24,81,15,5,17,5,1.21,28,36,-8,-0.36,-0.36,1599,es ESP,"MF,DF",it Serie A,29-006,1997,22.5,2,0,0,29,26,0,179,10,26,0
1600,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,24.0,2002,8,6,373,4.1,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1600,es ESP,"MF,FW",es La Liga,24-006,2002,4.1,0,5,2,40.0,1.21,0.48,0.00,0.00,0,0,2007,es ESP,"MF,FW",es La Liga,24-006,2002,8,373,47,12.6,4.1,6,61,0,2,5,6,1.00,4,9,-5,-1.21,-1.10,1600,es ESP,"MF,FW",es La Liga,24-006,2002,4.1,1,0,0,10,4,0,8,0,6,0
1601,Gerard Martín,es ESP,DF,Barcelona,es La Liga,24.0,2002,28,22,1759,19.5,0,0,0,0,0,0,6,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1601,es ESP,DF,es La Liga,24-061,2002,19.5,0,6,3,50.0,0.31,0.15,0.00,0.00,0,0,2009,es ESP,DF,es La Liga,24-061,2002,28,1759,63,59.2,19.5,22,77,11,6,9,2,2.50,50,11,+39,+2.00,+0.66,1601,es ESP,DF,es La Liga,24-061,2002,19.5,6,0,0,14,7,0,13,28,25,0
1602,Iván Martín,es ESP,MF,Girona,es La Liga,27.0,1999,31,26,2265,25.2,0,1,1,0,0,0,5,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1602,es ESP,MF,es La Liga,27-073,1999,25.2,0,11,4,36.4,0.44,0.16,0.00,0.00,0,0,2010,es ESP,MF,es La Liga,27-073,1999,31,2265,73,76.3,25.2,26,83,13,5,20,1,1.23,27,32,-5,-0.20,+0.95,1602,es ESP,MF,es La Liga,27-073,1999,25.2,5,1,1,27,30,3,12,16,36,0
1603,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,20.0,2006,21,21,1890,21.0,1,0,1,1,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1603,es ESP,DF,es La Liga,20-005,2006,21.0,1,14,4,28.6,0.67,0.19,0.07,0.25,0,0,2011,es ESP,DF,es La Liga,20-005,2006,21,1890,90,63.6,21.0,21,90,21,0,,7,1.33,36,36,0,0.00,0.00,1603,es ESP,DF,es La Liga,20-005,2006,21.0,5,0,0,14,10,0,0,33,14,0
1604,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,22.0,2004,31,22,1818,20.2,2,1,3,2,0,0,10,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1604,es ESP,"MF,FW",es La Liga,22-054,2004,20.2,2,24,5,20.8,1.19,0.25,0.08,0.40,0,0,2012,es ESP,"MF,FW",es La Liga,22-054,2004,31,1818,59,61.2,20.2,22,70,5,9,32,0,1.23,15,25,-10,-0.50,-0.81,1604,es ESP,"MF,FW",es La Liga,22-054,2004,20.2,10,0,0,59,28,3,12,15,30,0
1605,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24.0,2001,28,10,990,11.0,1,3,4,1,0,0,3,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1605,br BRA,"FW,MF",eng Premier League,24-314,2001,11.0,1,28,12,42.9,2.55,1.09,0.04,0.08,0,0,2013,br BRA,"FW,MF",eng Premier League,24-314,2001,28,990,35,32.4,11.0,10,61,1,18,21,4,2.14,20,7,+13,+1.18,+0.09,1605,br BRA,"FW,MF",eng Premier League,24-314,2001,11.0,3,0,0,10,13,5,31,1,8,0
1606,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,23.0,2003,30,28,2282,25.4,1,2,3,1,0,0,6,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1606,es ESP,"DF,MF",es La Liga,23-003,2003,25.4,1,15,2,13.3,0.59,0.08,0.07,0.50,0,0,2016,es ESP,"DF,MF",es La Liga,23-003,2003,30,2282,76,76.8,25.4,28,81,16,2,14,2,1.23,32,31,+1,+0.04,+2.00,1606,es ESP,"DF,MF",es La Liga,23-003,2003,25.4,6,0,0,22,26,3,34,34,34,0
1607,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21.0,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1607,es ESP,DF,es La Liga,21-358,2004,1.0,0,0,0,,0.00,0.00,,,0,0,2017,es ESP,DF,es La Liga,21-358,2004,1,90,90,3.0,1.0,1,90,1,0,,2,0.00,1,2,-1,-1.00,-1.62,1607,es ESP,DF,es La Liga,21-358,2004,1.0,0,0,0,1,0,0,1,1,0,0
1608,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33.0,1992,29,29,2565,28.5,0,0,0,0,0,0,2,0,0.00,89,ar ARG,GK,eng Premier League,33-238,1992,29,29,2565,28.5,33,1.16,117,85,71.8,15,5,9,8,27.6,1,0,1,0,1608,ar ARG,GK,eng Premier League,33-238,1992,28.5,0,0,0,,0.00,0.00,,,0,0,2018,ar ARG,GK,eng Premier League,33-238,1992,29,2565,88,83.8,28.5,29,88,28,0,,0,1.72,39,33,+6,+0.21,+0.39,1608,ar ARG,GK,eng Premier League,33-238,1992,28.5,2,0,0,0,17,0,0,0,0,0
1609,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003,16,11,1137,12.6,1,3,4,1,0,0,1,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,1609,es ESP,"MF,DF",es La Liga,22-293,2003,12.6,1,11,4,36.4,0.87,0.32,0.09,0.25,0,0,2019,es ESP,"MF,DF",es La Liga,22-293,2003,16,1137,71,38.3,12.6,11,87,8,5,35,11,0.82,17,20,-3,-0.24,+0.35,1609,es ESP,"MF,DF",es La Liga,22-293,2003,12.6,1,0,0,10,14,4,76,5,17,0
1610,Josep Martinez,es ESP,GK,Inter,it Serie A,27.0,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,90,es ESP,GK,it Serie A,27-336,1998,3,3,270,3.0,1,0.33,6,5,83.3,3,0,0,2,66.7,0,0,0,0,1610,es ESP,GK,it Serie A,27-336,1998,3.0,0,0,0,,0.00,0.00,,,0,0,2020,es ESP,GK,it Serie A,27-336,1998,3,270,90,8.8,3.0,3,90,3,0,,27,3.00,7,1,+6,+2.00,+0.61,1610,es ESP,GK,it Serie A,27-336,1998,3.0,0,0,0,0,0,0,0,0,0,0
1611,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28.0,1997,26,24,1945,21.6,16,4,20,16,0,0,3,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,1611,ar ARG,FW,it Serie A,28-249,1997,21.6,16,86,35,40.7,3.98,1.62,0.19,0.46,0,0,2021,ar ARG,FW,it Serie A,28-249,1997,26,1945,75,63.6,21.6,24,79,4,2,23,3,2.46,55,18,+37,+1.71,+0.74,1611,ar ARG,FW,it Serie A,28-249,1997,21.6,3,0,0,41,43,8,16,4,10,0
1612,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,28.0,1998,15,10,963,10.7,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1612,ar ARG,DF,eng Premier League,28-100,1998,10.7,0,4,0,0.0,0.37,0.00,0.00,,0,0,2022,ar ARG,DF,eng Premier League,28-100,1998,15,963,64,31.5,10.7,10,86,8,5,20,1,1.80,19,13,+6,+0.56,+0.22,1612,ar ARG,DF,eng Premier League,28-100,1998,10.7,0,1,0,9,2,0,2,11,8,1
1613,Pablo Martínez,es ESP,MF,Levante,es La Liga,28.0,1998,22,16,1470,16.3,1,2,3,1,0,0,3,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1613,es ESP,MF,es La Liga,28-065,1998,16.3,1,25,4,16.0,1.53,0.24,0.04,0.25,0,0,2023,es ESP,MF,es La Liga,28-065,1998,22,1470,67,49.5,16.3,16,82,7,6,28,1,1.27,17,19,-2,-0.12,+0.54,1613,es ESP,MF,es La Liga,28-065,1998,16.3,3,0,0,26,11,3,57,17,9,0
1614,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23.0,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1614,es ESP,DF,es La Liga,23-188,2002,1.1,0,0,0,,0.00,0.00,,,0,0,2024,es ESP,DF,es La Liga,23-188,2002,2,102,51,3.4,1.1,0,,0,2,51,9,1.50,2,3,-1,-0.88,-0.44,1614,es ESP,DF,es La Liga,23-188,2002,1.1,0,0,0,1,1,0,0,1,0,0
1615,Toni Martínez,es ESP,FW,Alavés,es La Liga,28.0,1997,32,27,2297,25.5,11,3,14,11,0,0,1,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,1615,es ESP,FW,es La Liga,28-302,1997,25.5,11,83,31,37.3,3.25,1.21,0.13,0.35,0,0,2025,es ESP,FW,es La Liga,28-302,1997,32,2297,72,77.3,25.5,27,80,9,5,28,1,1.03,34,35,-1,-0.04,+1.30,1615,es ESP,FW,es La Liga,28-302,1997,25.5,1,0,0,37,32,12,11,4,14,0
1616,Adam Marušić,me MNE,DF,Lazio,it Serie A,33.0,1992,29,28,2444,27.2,1,2,3,1,0,0,1,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1616,me MNE,DF,it Serie A,33-193,1992,27.2,1,14,7,50.0,0.52,0.26,0.07,0.14,0,0,2026,me MNE,DF,it Serie A,33-193,1992,29,2444,84,79.9,27.2,28,86,23,1,30,1,1.45,25,23,+2,+0.07,-0.22,1616,me MNE,DF,it Serie A,33-193,1992,27.2,1,1,0,20,15,1,32,29,16,0
1617,Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,33.0,1993,26,22,1917,21.3,1,2,3,1,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,1617,gq EQG,"MF,DF",es La Liga,33-085,1993,21.3,1,3,2,66.7,0.14,0.09,0.33,0.50,0,0,2028,gq EQG,"MF,DF",es La Liga,33-085,1993,26,1917,74,64.5,21.3,22,81,14,4,32,4,1.12,28,31,-3,-0.14,+0.46,1617,gq EQG,"MF,DF",es La Liga,33-085,1993,21.3,4,0,0,30,13,0,5,31,24,0
1618,Adam Masina,ma MAR,DF,Torino,it Serie A,32.0,1994,5,2,235,2.6,0,1,1,0,0,0,0,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,1618,ma MAR,DF,it Serie A,32-116,1994,2.6,0,0,0,,0.00,0.00,,,0,0,2029,ma MAR,DF,it Serie A,32-116,1994,5,235,47,7.7,2.6,2,90,2,3,18,8,0.20,3,11,-8,-3.06,-2.78,1618,ma MAR,DF,it Serie A,32-116,1994,2.6,0,0,0,6,2,0,0,5,4,0
1619,Patrizio Masini,it ITA,MF,Genoa,it Serie A,25.0,2001,25,12,1317,14.6,0,1,1,0,0,0,5,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,1619,it ITA,MF,it Serie A,25-091,2001,14.6,0,16,4,25.0,1.09,0.27,0.00,0.00,0,0,2030,it ITA,MF,it Serie A,25-091,2001,25,1317,53,43.0,14.6,12,88,11,13,20,8,1.12,15,21,-6,-0.41,-0.31,1619,it ITA,MF,it Serie A,25-091,2001,14.6,5,0,0,37,40,0,13,26,37,0
1620,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24.0,2001,30,28,2327,25.9,2,1,3,2,0,0,3,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1620,fr FRA,MF,de Bundesliga,24-295,2001,25.9,2,20,6,30.0,0.77,0.23,0.10,0.33,0,0,2031,fr FRA,MF,de Bundesliga,24-295,2001,30,2327,78,83.4,25.9,28,82,14,2,20,0,1.20,29,50,-21,-0.81,-1.78,1620,fr FRA,MF,de Bundesliga,24-295,2001,25.9,3,0,0,22,22,0,16,36,18,0
1621,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,18.0,2007,18,9,817,9.1,1,0,1,1,0,0,5,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1621,ar ARG,"MF,FW",es La Liga,18-257,2007,9.1,1,26,5,19.2,2.86,0.55,0.04,0.20,0,0,2032,ar ARG,"MF,FW",es La Liga,18-257,2007,18,817,45,27.5,9.1,9,69,1,9,22,10,2.50,23,8,+15,+1.65,+0.73,1621,ar ARG,"MF,FW",es La Liga,18-257,2007,9.1,5,1,0,18,21,0,28,2,12,0
1622,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,32.0,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1622,cd COD,DF,eng Premier League,32-172,1993,1.4,0,1,0,0.0,0.71,0.00,0.00,,0,0,2033,cd COD,DF,eng Premier League,32-172,1993,3,126,42,4.1,1.4,2,58,0,1,11,8,1.33,1,2,-1,-0.71,-0.47,1622,cd COD,DF,eng Premier League,32-172,1993,1.4,1,0,0,3,0,0,8,2,2,0
1623,Arthur Masuaku,cd COD,DF,Lens,fr Ligue 1,32.0,1993,3,2,137,1.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1623,cd COD,DF,fr Ligue 1,32-172,1993,1.5,0,1,1,100.0,0.66,0.66,0.00,0.00,0,0,2034,cd COD,DF,fr Ligue 1,32-172,1993,3,137,46,5.1,1.5,2,68,0,1,1,3,2.33,3,5,-2,-1.31,-2.37,1623,cd COD,DF,fr Ligue 1,32-172,1993,1.5,1,0,0,2,1,0,4,1,3,0
1624,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33.0,1992,29,29,2563,28.5,0,0,0,0,0,0,5,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1624,ao ANG,DF,fr Ligue 1,33-172,1992,28.5,0,3,0,0.0,0.11,0.00,0.00,,0,0,2035,ao ANG,DF,fr Ligue 1,33-172,1992,29,2563,88,91.9,28.5,29,88,26,0,,0,1.83,44,32,+12,+0.42,-1.16,1624,ao ANG,DF,fr Ligue 1,33-172,1992,28.5,5,0,0,33,35,0,9,20,20,1
1625,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,23.0,2003,28,12,1363,15.1,8,1,9,7,1,2,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1625,hr CRO,FW,de Bundesliga,23-028,2003,15.1,8,47,16,34.0,3.10,1.06,0.15,0.44,1,2,2036,hr CRO,FW,de Bundesliga,23-028,2003,28,1363,49,48.9,15.1,12,84,7,16,22,1,1.54,20,23,-3,-0.20,+0.12,1625,hr CRO,FW,de Bundesliga,23-028,2003,15.1,0,0,0,38,20,6,0,8,11,0
1626,Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,23.0,2002,23,13,1356,15.1,2,3,5,2,0,0,2,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,1626,sn SEN,MF,eng Premier League,23-226,2002,15.1,2,16,6,37.5,1.06,0.40,0.13,0.33,0,0,2037,sn SEN,MF,eng Premier League,23-226,2002,23,1356,59,44.3,15.1,13,89,11,10,21,2,1.00,20,22,-2,-0.13,+0.29,1626,sn SEN,MF,eng Premier League,23-226,2002,15.1,2,0,0,26,13,3,7,13,21,0
